AQI,÷ ¡øµ»º∂,PM10,O3,SO2,PM2.5,NO2,CO,date
88.0,¡º,61.0,145.0,7.0,34,43.0,0.9,2020/9/30
98.0,¡º,57.0,157.0,9.0,32,44.0,0.8,2020/10/1
63.0,¡º,67.0,83.0,8.0,45,41.0,1.1,2020/10/2
24.0,”≈,9.0,46.0,5.0,5,19.0,0.9,2020/10/3
31.0,”≈,31.0,55.0,5.0,19,20.0,0.8,2020/10/4
44.0,”≈,44.0,43.0,7.0,15,26.0,0.6,2020/10/5
37.0,”≈,37.0,30.0,6.0,24,29.0,0.8,2020/10/6
47.0,”≈,38.0,33.0,6.0,25,37.0,0.8,2020/10/7
66.0,¡º,48.0,119.0,8.0,27,40.0,0.9,2020/10/8
78.0,¡º,58.0,105.0,8.0,31,62.0,0.9,2020/10/9
88.0,¡º,73.0,121.0,8.0,38,70.0,0.9,2020/10/10
79.0,¡º,72.0,126.0,8.0,36,63.0,0.9,2020/10/11
65.0,¡º,74.0,117.0,8.0,41,32.0,0.8,2020/10/12
70.0,¡º,80.0,123.0,8.0,50,37.0,1.0,2020/10/13
59.0,¡º,67.0,54.0,7.0,41,36.0,0.9,2020/10/14
34.0,”≈,26.0,37.0,5.0,18,27.0,0.9,2020/10/15
36.0,”≈,14.0,72.0,5.0,9,20.0,0.6,2020/10/16
50.0,”≈,49.0,70.0,6.0,35,35.0,0.7,2020/10/17
78.0,¡º,86.0,46.0,8.0,54,62.0,1.0,2020/10/18
73.0,¡º,70.0,108.0,8.0,38,58.0,0.9,2020/10/19
80.0,¡º,80.0,74.0,9.0,50,64.0,1.1,2020/10/20
49.0,”≈,41.0,72.0,6.0,25,39.0,0.7,2020/10/21
83.0,¡º,88.0,95.0,9.0,37,66.0,1.0,2020/10/22
96.0,¡º,141.0,136.0,13.0,50,67.0,1.1,2020/10/23
81.0,¡º,111.0,74.0,14.0,37,61.0,0.9,2020/10/24
84.0,¡º,83.0,69.0,14.0,35,67.0,0.9,2020/10/25
104.0,«·∂»Œ€»æ,120.0,104.0,12.0,53,88.0,1.2,2020/10/26
82.0,¡º,99.0,123.0,10.0,48,65.0,1.0,2020/10/27
79.0,¡º,104.0,80.0,9.0,58,40.0,0.9,2020/10/28
77.0,¡º,99.0,80.0,8.0,56,59.0,1.1,2020/10/29
75.0,¡º,91.0,100.0,8.0,55,60.0,1.0,2020/10/30
54.0,¡º,56.0,71.0,6.0,38,40.0,0.8,2020/10/31
54.0,¡º,49.0,48.0,6.0,30,43.0,0.7,2020/11/1
67.0,¡º,84.0,110.0,10.0,36,47.0,0.7,2020/11/2
66.0,¡º,81.0,89.0,14.0,36,47.0,0.8,2020/11/3
75.0,¡º,68.0,72.0,14.0,27,60.0,0.7,2020/11/4
92.0,¡º,82.0,66.0,17.0,37,73.0,0.9,2020/11/5
93.0,¡º,84.0,93.0,12.0,43,74.0,0.7,2020/11/6
102.0,«·∂»Œ€»æ,109.0,89.0,10.0,53,84.0,0.9,2020/11/7
79.0,¡º,89.0,94.0,11.0,34,63.0,0.7,2020/11/8
101.0,«·∂»Œ€»æ,116.0,112.0,16.0,53,82.0,1.1,2020/11/9
102.0,«·∂»Œ€»æ,129.0,114.0,18.0,53,84.0,1.0,2020/11/10
88.0,¡º,85.0,117.0,16.0,37,70.0,0.8,2020/11/11
102.0,«·∂»Œ€»æ,88.0,87.0,16.0,45,84.0,1.0,2020/11/12
95.0,¡º,93.0,78.0,12.0,45,76.0,0.9,2020/11/13
92.0,¡º,72.0,107.0,11.0,37,73.0,0.7,2020/11/14
98.0,¡º,89.0,103.0,11.0,48,78.0,0.9,2020/11/15
89.0,¡º,92.0,78.0,11.0,53,71.0,1.0,2020/11/16
63.0,¡º,63.0,70.0,8.0,45,35.0,0.9,2020/11/17
40.0,”≈,40.0,38.0,7.0,24,32.0,0.8,2020/11/18
50.0,”≈,36.0,32.0,6.0,22,40.0,0.8,2020/11/19
55.0,¡º,54.0,65.0,9.0,39,31.0,0.9,2020/11/20
30.0,”≈,19.0,33.0,6.0,12,24.0,0.6,2020/11/21
36.0,”≈,29.0,46.0,5.0,25,21.0,0.7,2020/11/22
33.0,”≈,28.0,22.0,6.0,23,26.0,0.8,2020/11/23
38.0,”≈,21.0,21.0,6.0,19,30.0,0.7,2020/11/24
37.0,”≈,18.0,14.0,5.0,16,29.0,0.6,2020/11/25
50.0,”≈,38.0,41.0,5.0,35,26.0,0.6,2020/11/26
95.0,¡º,88.0,47.0,7.0,71,37.0,0.9,2020/11/27
107.0,«·∂»Œ€»æ,94.0,27.0,7.0,80,44.0,1.0,2020/11/28
82.0,¡º,81.0,40.0,8.0,60,50.0,1.0,2020/11/29
75.0,¡º,81.0,46.0,10.0,55,57.0,1.1,2020/11/30
95.0,¡º,90.0,33.0,9.0,71,52.0,1.0,2020/12/1
68.0,¡º,62.0,46.0,6.0,49,32.0,0.8,2020/12/2
107.0,«·∂»Œ€»æ,96.0,55.0,7.0,80,31.0,0.8,2020/12/3
87.0,¡º,83.0,73.0,9.0,64,46.0,0.8,2020/12/4
94.0,¡º,83.0,51.0,11.0,57,75.0,1.0,2020/12/5
95.0,¡º,99.0,25.0,11.0,71,72.0,1.1,2020/12/6
64.0,¡º,51.0,50.0,6.0,46,34.0,0.6,2020/12/7
109.0,«·∂»Œ€»æ,95.0,30.0,8.0,82,49.0,1.0,2020/12/8
118.0,«·∂»Œ€»æ,110.0,8.0,9.0,89,51.0,1.2,2020/12/9
105.0,«·∂»Œ€»æ,100.0,22.0,9.0,79,57.0,1.0,2020/12/10
140.0,«·∂»Œ€»æ,142.0,11.0,9.0,107,74.0,1.3,2020/12/11
134.0,«·∂»Œ€»æ,139.0,26.0,13.0,102,85.0,1.5,2020/12/12
84.0,¡º,112.0,52.0,8.0,62,53.0,0.8,2020/12/13
41.0,”≈,41.0,49.0,7.0,23,27.0,0.5,2020/12/14
62.0,¡º,55.0,25.0,15.0,37,49.0,0.7,2020/12/15
75.0,¡º,72.0,23.0,13.0,45,60.0,0.8,2020/12/16
82.0,¡º,88.0,14.0,13.0,57,65.0,0.8,2020/12/17
88.0,¡º,86.0,39.0,12.0,65,58.0,0.8,2020/12/18
156.0,÷–∂»Œ€»æ,129.0,55.0,19.0,119,61.0,1.0,2020/12/19
134.0,«·∂»Œ€»æ,126.0,62.0,16.0,102,84.0,1.1,2020/12/20
130.0,«·∂»Œ€»æ,139.0,46.0,15.0,99,112.0,1.5,2020/12/21
120.0,«·∂»Œ€»æ,130.0,65.0,19.0,91,97.0,1.3,2020/12/22
120.0,«·∂»Œ€»æ,139.0,27.0,16.0,91,106.0,1.3,2020/12/23
129.0,«·∂»Œ€»æ,132.0,93.0,13.0,98,71.0,1.1,2020/12/24
152.0,÷–∂»Œ€»æ,139.0,75.0,15.0,116,89.0,1.2,2020/12/25
223.0,÷ÿ∂»Œ€»æ,216.0,15.0,16.0,173,124.0,1.8,2020/12/26
216.0,÷ÿ∂»Œ€»æ,202.0,71.0,21.0,166,100.0,1.6,2020/12/27
188.0,÷–∂»Œ€»æ,169.0,82.0,15.0,141,78.0,1.6,2020/12/28
79.0,¡º,65.0,41.0,5.0,58,29.0,1.1,2020/12/29
43.0,”≈,43.0,62.0,7.0,26,24.0,0.5,2020/12/30
50.0,”≈,36.0,51.0,8.0,19,40.0,0.5,2020/12/31
74.0,¡º,58.0,53.0,8.0,42,59.0,0.7,2021/1/1
87.0,¡º,88.0,48.0,13.0,64,68.0,1.1,2021/1/2
95.0,¡º,90.0,29.0,10.0,71,68.0,0.8,2021/1/3
150.0,«·∂»Œ€»æ,130.0,49.0,14.0,115,72.0,1.3,2021/1/4
215.0,÷ÿ∂»Œ€»æ,161.0,31.0,6.0,165,48.0,1.3,2021/1/5
119.0,«·∂»Œ€»æ,104.0,35.0,7.0,90,42.0,1.1,2021/1/6
65.0,¡º,79.0,56.0,8.0,21,26.0,0.5,2021/1/7
58.0,¡º,56.0,51.0,8.0,25,46.0,0.6,2021/1/8
83.0,¡º,79.0,55.0,10.0,45,66.0,0.7,2021/1/9
67.0,¡º,83.0,65.0,11.0,44,53.0,0.7,2021/1/10
73.0,¡º,95.0,68.0,12.0,37,46.0,0.7,2021/1/11
79.0,¡º,108.0,70.0,10.0,42,57.0,0.6,2021/1/12
99.0,¡º,104.0,67.0,13.0,57,79.0,1.0,2021/1/13
105.0,«·∂»Œ€»æ,129.0,51.0,19.0,69,89.0,1.4,2021/1/14
112.0,«·∂»Œ€»æ,0.0,74.0,17.0,0,66.0,1.1,2021/1/15
122.0,«·∂»Œ€»æ,0.0,57.0,10.0,0,35.0,0.8,2021/1/16
77.0,¡º,103.0,60.0,10.0,48,40.0,0.6,2021/1/17
80.0,¡º,97.0,71.0,11.0,48,64.0,0.8,2021/1/18
83.0,¡º,104.0,77.0,18.0,56,66.0,1.0,2021/1/19
102.0,«·∂»Œ€»æ,102.0,22.0,14.0,62,84.0,1.2,2021/1/20
120.0,«·∂»Œ€»æ,106.0,7.0,8.0,91,68.0,1.1,2021/1/21
117.0,«·∂»Œ€»æ,102.0,36.0,7.0,88,53.0,1.0,2021/1/22
152.0,÷–∂»Œ€»æ,109.0,41.0,6.0,116,46.0,1.3,2021/1/23
54.0,¡º,47.0,60.0,7.0,38,36.0,1.0,2021/1/24
113.0,«·∂»Œ€»æ,77.0,39.0,6.0,85,33.0,1.2,2021/1/25
159.0,÷–∂»Œ€»æ,126.0,62.0,7.0,121,48.0,1.3,2021/1/26
135.0,«·∂»Œ€»æ,113.0,24.0,7.0,103,56.0,1.4,2021/1/27
87.0,¡º,0.0,59.0,7.0,0,47.0,1.0,2021/1/28
103.0,«·∂»Œ€»æ,0.0,68.0,10.0,0,55.0,0.8,2021/1/29
91.0,¡º,0.0,19.0,14.0,0,72.0,1.1,2021/1/30
92.0,¡º,125.0,8.0,10.0,68,69.0,1.3,2021/1/31
75.0,¡º,71.0,32.0,6.0,55,53.0,0.9,2021/2/1
78.0,¡º,77.0,50.0,8.0,57,56.0,1.3,2021/2/2
100.0,¡º,91.0,46.0,8.0,75,60.0,1.1,2021/2/3
100.0,¡º,98.0,59.0,8.0,75,48.0,1.0,2021/2/4
74.0,¡º,64.0,65.0,6.0,54,30.0,0.7,2021/2/5
53.0,¡º,44.0,67.0,6.0,37,35.0,0.7,2021/2/6
79.0,¡º,73.0,22.0,6.0,58,54.0,1.2,2021/2/7
82.0,¡º,97.0,72.0,7.0,60,23.0,0.8,2021/2/8
64.0,¡º,58.0,79.0,8.0,46,37.0,0.8,2021/2/9
83.0,¡º,76.0,54.0,10.0,61,48.0,1.0,2021/2/10
79.0,¡º,70.0,102.0,8.0,58,28.0,0.9,2021/2/11
109.0,«·∂»Œ€»æ,97.0,82.0,8.0,82,27.0,0.9,2021/2/12
83.0,¡º,78.0,82.0,8.0,61,33.0,0.8,2021/2/13
80.0,¡º,69.0,86.0,10.0,59,26.0,0.7,2021/2/14
115.0,«·∂»Œ€»æ,100.0,78.0,7.0,87,24.0,1.0,2021/2/15
70.0,¡º,72.0,95.0,8.0,51,22.0,0.7,2021/2/16
59.0,¡º,68.0,107.0,9.0,41,29.0,0.7,2021/2/17
72.0,¡º,75.0,106.0,10.0,52,38.0,0.8,2021/2/18
56.0,¡º,61.0,107.0,11.0,39,36.0,0.7,2021/2/19
53.0,¡º,44.0,103.0,9.0,29,38.0,0.6,2021/2/20
61.0,¡º,55.0,113.0,8.0,37,47.0,0.7,2021/2/21
83.0,¡º,94.0,129.0,14.0,61,62.0,1.1,2021/2/22
89.0,¡º,127.0,118.0,17.0,66,37.0,1.1,2021/2/23
55.0,¡º,60.0,65.0,8.0,35,26.0,0.7,2021/2/24
26.0,”≈,22.0,36.0,5.0,18,20.0,0.6,2021/2/25
30.0,”≈,20.0,51.0,5.0,21,18.0,0.6,2021/2/26
73.0,¡º,53.0,45.0,6.0,53,34.0,0.9,2021/2/27
54.0,¡º,43.0,17.0,6.0,38,39.0,0.9,2021/2/28
29.0,”≈,15.0,58.0,5.0,11,22.0,0.7,2021/3/1
40.0,”≈,35.0,75.0,9.0,28,32.0,0.8,2021/3/2
58.0,¡º,52.0,54.0,10.0,41,44.0,0.8,2021/3/3
54.0,¡º,56.0,95.0,8.0,38,43.0,0.9,2021/3/4
49.0,”≈,38.0,44.0,6.0,31,39.0,0.9,2021/3/5
36.0,”≈,31.0,43.0,5.0,25,26.0,0.6,2021/3/6
77.0,¡º,80.0,34.0,6.0,56,36.0,0.7,2021/3/7
92.0,¡º,78.0,27.0,7.0,68,48.0,0.9,2021/3/8
58.0,¡º,48.0,65.0,6.0,41,36.0,0.6,2021/3/9
64.0,¡º,45.0,43.0,7.0,32,51.0,0.8,2021/3/10
53.0,¡º,30.0,57.0,5.0,23,42.0,0.8,2021/3/11
64.0,¡º,49.0,82.0,7.0,34,51.0,1.0,2021/3/12
72.0,¡º,61.0,90.0,9.0,37,57.0,1.1,2021/3/13
60.0,¡º,70.0,109.0,9.0,41,48.0,0.9,2021/3/14
78.0,¡º,72.0,22.0,9.0,50,62.0,1.3,2021/3/15
63.0,¡º,73.0,65.0,5.0,45,27.0,0.9,2021/3/16
99.0,¡º,0.0,50.0,6.0,0,32.0,1.0,2021/3/17
44.0,”≈,44.0,34.0,6.0,23,31.0,0.8,2021/3/18
33.0,”≈,27.0,44.0,5.0,21,26.0,0.6,2021/3/19
68.0,¡º,75.0,81.0,6.0,49,26.0,0.7,2021/3/20
114.0,«·∂»Œ€»æ,0.0,79.0,8.0,0,27.0,0.6,2021/3/21
71.0,¡º,0.0,91.0,10.0,30,49.0,0.6,2021/3/22
79.0,¡º,101.0,77.0,11.0,37,63.0,0.7,2021/3/23
74.0,¡º,92.0,102.0,8.0,37,59.0,0.6,2021/3/24
73.0,¡º,95.0,126.0,13.0,38,51.0,0.8,2021/3/25
72.0,¡º,75.0,70.0,12.0,42,57.0,0.9,2021/3/26
45.0,”≈,39.0,89.0,5.0,30,29.0,0.7,2021/3/27
63.0,¡º,60.0,115.0,7.0,31,45.0,0.8,2021/3/28
71.0,¡º,92.0,84.0,12.0,44,52.0,1.1,2021/3/29
103.0,«·∂»Œ€»æ,0.0,60.0,7.0,0,41.0,1.1,2021/3/30
41.0,”≈,41.0,53.0,6.0,21,31.0,0.8,2021/3/31
33.0,”≈,21.0,37.0,5.0,12,26.0,0.5,2021/4/1
34.0,”≈,20.0,40.0,5.0,15,27.0,0.6,2021/4/2
39.0,”≈,35.0,67.0,5.0,27,21.0,0.6,2021/4/3
45.0,”≈,38.0,90.0,7.0,20,20.0,0.6,2021/4/4
49.0,”≈,49.0,76.0,10.0,24,36.0,0.6,2021/4/5
79.0,¡º,65.0,82.0,13.0,38,63.0,1.1,2021/4/6
52.0,¡º,47.0,97.0,6.0,32,41.0,0.8,2021/4/7
53.0,¡º,43.0,103.0,7.0,32,30.0,0.7,2021/4/8
109.0,«·∂»Œ€»æ,63.0,169.0,9.0,38,56.0,0.8,2021/4/9
95.0,¡º,78.0,95.0,11.0,36,76.0,0.8,2021/4/10
69.0,¡º,66.0,61.0,9.0,46,55.0,0.9,2021/4/11
71.0,¡º,58.0,125.0,7.0,43,44.0,0.8,2021/4/12
79.0,¡º,85.0,110.0,8.0,56,63.0,1.0,2021/4/13
73.0,¡º,75.0,104.0,6.0,53,33.0,0.9,2021/4/14
73.0,¡º,79.0,126.0,9.0,53,46.0,1.0,2021/4/15
95.0,¡º,0.0,103.0,9.0,0,76.0,1.0,2021/4/16
115.0,«·∂»Œ€»æ,0.0,111.0,8.0,0,41.0,0.6,2021/4/17
75.0,¡º,0.0,82.0,11.0,29,44.0,0.6,2021/4/18
70.0,¡º,90.0,107.0,12.0,36,55.0,0.7,2021/4/19
75.0,¡º,100.0,96.0,13.0,50,51.0,1.1,2021/4/20
57.0,¡º,59.0,47.0,6.0,40,35.0,0.9,2021/4/21
42.0,”≈,28.0,83.0,5.0,18,27.0,0.8,2021/4/22
47.0,”≈,33.0,93.0,6.0,19,26.0,0.8,2021/4/23
53.0,¡º,50.0,80.0,6.0,37,21.0,0.8,2021/4/24
43.0,”≈,37.0,85.0,6.0,24,18.0,0.6,2021/4/25
48.0,”≈,48.0,69.0,6.0,31,29.0,0.7,2021/4/26
59.0,¡º,60.0,104.0,7.0,39,47.0,0.8,2021/4/27
73.0,¡º,92.0,109.0,8.0,37,58.0,0.8,2021/4/28
74.0,¡º,77.0,128.0,8.0,28,40.0,0.5,2021/4/29
80.0,¡º,61.0,135.0,8.0,28,34.0,0.6,2021/4/30
116.0,«·∂»Œ€»æ,82.0,177.0,11.0,31,41.0,0.8,2021/5/1
128.0,«·∂»Œ€»æ,91.0,190.0,11.0,35,35.0,0.8,2021/5/2
65.0,¡º,67.0,118.0,10.0,32,31.0,0.9,2021/5/3
83.0,¡º,65.0,139.0,7.0,29,22.0,0.7,2021/5/4
102.0,«·∂»Œ€»æ,0.0,162.0,10.0,0,52.0,0.9,2021/5/5
80.0,¡º,0.0,107.0,9.0,0,45.0,0.8,2021/5/6
72.0,¡º,0.0,125.0,7.0,0,41.0,0.8,2021/5/7
75.0,¡º,0.0,130.0,6.0,36,50.0,0.8,2021/5/8
90.0,¡º,61.0,147.0,7.0,29,41.0,0.8,2021/5/9
51.0,¡º,49.0,101.0,6.0,25,31.0,0.9,2021/5/10
38.0,”≈,38.0,75.0,5.0,25,18.0,0.8,2021/5/11
60.0,¡º,64.0,93.0,5.0,43,37.0,1.2,2021/5/12
53.0,¡º,56.0,83.0,6.0,32,40.0,1.1,2021/5/13
49.0,”≈,38.0,98.0,5.0,20,32.0,1.0,2021/5/14
42.0,”≈,26.0,83.0,4.0,16,28.0,0.8,2021/5/15
37.0,”≈,19.0,73.0,4.0,7,13.0,0.5,2021/5/16
56.0,¡º,27.0,107.0,5.0,14,22.0,0.4,2021/5/17
49.0,”≈,49.0,88.0,7.0,34,33.0,0.6,2021/5/18
64.0,¡º,62.0,58.0,6.0,41,51.0,0.7,2021/5/19
50.0,”≈,48.0,99.0,6.0,26,38.0,0.6,2021/5/20
77.0,¡º,77.0,103.0,8.0,46,61.0,1.0,2021/5/21
51.0,¡º,52.0,98.0,7.0,29,39.0,0.7,2021/5/22
39.0,”≈,39.0,75.0,5.0,21,25.0,0.6,2021/5/23
66.0,¡º,72.0,119.0,7.0,25,41.0,0.5,2021/5/24
76.0,¡º,102.0,123.0,8.0,39,52.0,0.6,2021/5/25
40.0,”≈,40.0,68.0,5.0,22,30.0,0.6,2021/5/26
37.0,”≈,30.0,63.0,5.0,17,29.0,0.5,2021/5/27
44.0,”≈,38.0,67.0,7.0,19,35.0,0.7,2021/5/28
56.0,¡º,38.0,107.0,6.0,19,28.0,0.6,2021/5/29
93.0,¡º,47.0,151.0,6.0,22,36.0,0.6,2021/5/30
95.0,¡º,70.0,153.0,9.0,33,44.0,0.8,2021/5/31
100.0,¡º,66.0,160.0,9.0,33,47.0,0.8,2021/6/1
119.0,«·∂»Œ€»æ,74.0,180.0,7.0,38,39.0,0.9,2021/6/2
58.0,¡º,41.0,109.0,5.0,20,25.0,0.7,2021/6/3
75.0,¡º,42.0,130.0,7.0,17,33.0,0.6,2021/6/4
95.0,¡º,50.0,154.0,8.0,20,41.0,0.6,2021/6/5
129.0,«·∂»Œ€»æ,60.0,191.0,10.0,26,40.0,0.8,2021/6/6
101.0,«·∂»Œ€»æ,49.0,161.0,11.0,25,33.0,0.8,2021/6/7
135.0,«·∂»Œ€»æ,63.0,198.0,12.0,36,48.0,1.0,2021/6/8
125.0,«·∂»Œ€»æ,65.0,187.0,11.0,35,47.0,1.0,2021/6/9
53.0,¡º,51.0,103.0,6.0,33,40.0,0.9,2021/6/10
95.0,¡º,73.0,154.0,6.0,48,35.0,1.0,2021/6/11
60.0,¡º,70.0,95.0,7.0,42,37.0,1.1,2021/6/12
55.0,¡º,31.0,105.0,5.0,18,23.0,0.8,2021/6/13
45.0,”≈,24.0,89.0,5.0,11,18.0,0.6,2021/6/14
51.0,¡º,23.0,101.0,6.0,12,20.0,0.6,2021/6/15
70.0,¡º,32.0,123.0,6.0,17,24.0,0.6,2021/6/16
41.0,”≈,32.0,81.0,6.0,15,20.0,0.8,2021/6/17
47.0,”≈,28.0,93.0,5.0,13,17.0,0.6,2021/6/18
36.0,”≈,22.0,72.0,5.0,14,24.0,0.6,2021/6/19
64.0,¡º,39.0,116.0,5.0,26,28.0,0.7,2021/6/20
55.0,¡º,59.0,100.0,7.0,38,32.0,0.7,2021/6/21
129.0,«·∂»Œ€»æ,68.0,191.0,7.0,39,49.0,1.0,2021/6/22
136.0,«·∂»Œ€»æ,54.0,199.0,10.0,25,42.0,0.9,2021/6/23
118.0,«·∂»Œ€»æ,58.0,179.0,12.0,32,33.0,0.9,2021/6/24
118.0,«·∂»Œ€»æ,51.0,179.0,9.0,27,32.0,0.8,2021/6/25
72.0,¡º,55.0,126.0,7.0,31,33.0,0.9,2021/6/26
33.0,”≈,20.0,61.0,4.0,11,26.0,0.7,2021/6/27
81.0,¡º,27.0,137.0,5.0,17,20.0,0.8,2021/6/28
125.0,«·∂»Œ€»æ,49.0,187.0,6.0,30,32.0,0.9,2021/6/29
57.0,¡º,42.0,108.0,4.0,23,31.0,0.8,2021/6/30
34.0,”≈,23.0,67.0,5.0,12,23.0,0.8,2021/7/1
24.0,”≈,17.0,47.0,4.0,10,19.0,0.8,2021/7/2
48.0,”≈,20.0,96.0,4.0,11,22.0,0.6,2021/7/3
37.0,”≈,33.0,61.0,4.0,19,29.0,0.8,2021/7/4
40.0,”≈,36.0,32.0,4.0,19,32.0,0.9,2021/7/5
79.0,¡º,50.0,134.0,4.0,32,33.0,1.0,2021/7/6
66.0,¡º,47.0,119.0,4.0,25,32.0,0.8,2021/7/7
36.0,”≈,31.0,71.0,4.0,14,24.0,0.7,2021/7/8
50.0,”≈,25.0,99.0,5.0,12,22.0,0.6,2021/7/9
52.0,¡º,32.0,102.0,5.0,16,27.0,0.5,2021/7/10
55.0,¡º,36.0,105.0,5.0,20,21.0,0.5,2021/7/11
64.0,¡º,34.0,116.0,5.0,17,19.0,0.5,2021/7/12
55.0,¡º,30.0,105.0,5.0,17,18.0,0.5,2021/7/13
61.0,¡º,36.0,113.0,5.0,19,21.0,0.5,2021/7/14
70.0,¡º,38.0,123.0,5.0,20,26.0,0.6,2021/7/15
83.0,¡º,52.0,139.0,5.0,27,39.0,0.7,2021/7/16
34.0,”≈,21.0,67.0,5.0,10,25.0,0.6,2021/7/17
63.0,¡º,32.0,115.0,6.0,20,26.0,0.8,2021/7/18
44.0,”≈,30.0,87.0,4.0,20,30.0,0.8,2021/7/19
88.0,¡º,41.0,145.0,6.0,22,25.0,0.8,2021/7/20
82.0,¡º,37.0,138.0,8.0,19,27.0,0.8,2021/7/21
110.0,«·∂»Œ€»æ,35.0,171.0,7.0,18,23.0,0.7,2021/7/22
63.0,¡º,38.0,115.0,7.0,20,27.0,0.7,2021/7/23
51.0,¡º,28.0,101.0,7.0,12,17.0,0.6,2021/7/24
38.0,”≈,22.0,76.0,6.0,10,15.0,0.5,2021/7/25
42.0,”≈,24.0,83.0,5.0,11,16.0,0.5,2021/7/26
36.0,”≈,19.0,72.0,5.0,9,12.0,0.5,2021/7/27
30.0,”≈,15.0,60.0,5.0,7,13.0,0.5,2021/7/28
85.0,¡º,35.0,142.0,6.0,17,25.0,0.6,2021/7/29
128.0,«·∂»Œ€»æ,48.0,190.0,6.0,23,39.0,0.7,2021/7/30
140.0,«·∂»Œ€»æ,60.0,203.0,6.0,31,42.0,0.8,2021/7/31
193.0,÷–∂»Œ€»æ,76.0,258.0,7.0,38,38.0,1.0,2021/8/1
108.0,«·∂»Œ€»æ,68.0,168.0,6.0,34,37.0,0.9,2021/8/2
110.0,«·∂»Œ€»æ,47.0,171.0,6.0,31,19.0,1.0,2021/8/3
70.0,¡º,27.0,123.0,6.0,14,16.0,0.7,2021/8/4
60.0,¡º,25.0,112.0,6.0,12,18.0,0.7,2021/8/5
63.0,¡º,28.0,115.0,5.0,15,15.0,0.7,2021/8/6
93.0,¡º,36.0,151.0,7.0,20,19.0,0.9,2021/8/7
118.0,«·∂»Œ€»æ,35.0,179.0,7.0,19,22.0,0.8,2021/8/8
65.0,¡º,42.0,118.0,6.0,25,23.0,0.9,2021/8/9
31.0,”≈,26.0,61.0,5.0,19,23.0,0.9,2021/8/10
63.0,¡º,24.0,115.0,4.0,16,23.0,0.9,2021/8/11
30.0,”≈,15.0,59.0,4.0,9,22.0,0.9,2021/8/12
50.0,”≈,12.0,100.0,4.0,8,14.0,0.7,2021/8/13
50.0,”≈,11.0,100.0,4.0,7,16.0,0.7,2021/8/14
44.0,”≈,32.0,87.0,6.0,25,32.0,1.0,2021/8/15
43.0,”≈,31.0,74.0,5.0,22,34.0,1.0,2021/8/16
82.0,¡º,32.0,138.0,5.0,19,25.0,1.1,2021/8/17
97.0,¡º,28.0,156.0,6.0,17,27.0,0.8,2021/8/18
86.0,¡º,36.0,143.0,6.0,21,26.0,0.8,2021/8/19
48.0,”≈,26.0,95.0,5.0,15,24.0,0.7,2021/8/20
92.0,¡º,27.0,150.0,5.0,20,27.0,0.8,2021/8/21
55.0,¡º,46.0,105.0,6.0,28,28.0,0.9,2021/8/22
48.0,”≈,39.0,96.0,5.0,22,21.0,0.8,2021/8/23
47.0,”≈,15.0,93.0,4.0,11,18.0,0.7,2021/8/24
60.0,¡º,32.0,112.0,5.0,21,27.0,0.7,2021/8/25
39.0,”≈,34.0,78.0,5.0,0,21.0,0.6,2021/8/26
33.0,”≈,17.0,66.0,5.0,0,21.0,0.5,2021/8/27
57.0,¡º,34.0,108.0,5.0,0,36.0,0.7,2021/8/28
66.0,¡º,45.0,119.0,7.0,28,34.0,0.9,2021/8/29
61.0,¡º,35.0,113.0,8.0,19,31.0,0.8,2021/8/30
70.0,¡º,43.0,123.0,7.0,24,36.0,0.6,2021/8/31
129.0,«·∂»Œ€»æ,39.0,191.0,6.0,23,20.0,1.0,2021/9/1
85.0,¡º,40.0,142.0,6.0,22,25.0,0.9,2021/9/2
91.0,¡º,39.0,149.0,6.0,22,26.0,0.8,2021/9/3
76.0,¡º,48.0,131.0,6.0,29,24.0,0.8,2021/9/4
65.0,¡º,28.0,118.0,7.0,12,16.0,0.8,2021/9/5
44.0,”≈,21.0,88.0,6.0,11,14.0,0.7,2021/9/6
51.0,¡º,26.0,101.0,6.0,15,19.0,0.7,2021/9/7
107.0,«·∂»Œ€»æ,39.0,167.0,6.0,21,39.0,0.8,2021/9/8
120.0,«·∂»Œ€»æ,46.0,181.0,6.0,24,55.0,0.8,2021/9/9
175.0,÷–∂»Œ€»æ,64.0,240.0,7.0,33,66.0,0.9,2021/9/10
141.0,«·∂»Œ€»æ,67.0,205.0,9.0,36,50.0,0.9,2021/9/11
102.0,«·∂»Œ€»æ,47.0,162.0,9.0,24,26.0,0.9,2021/9/12
80.0,¡º,34.0,136.0,7.0,16,19.0,0.7,2021/9/13
92.0,¡º,34.0,150.0,8.0,16,22.0,0.8,2021/9/14
112.0,«·∂»Œ€»æ,42.0,173.0,9.0,20,40.0,0.9,2021/9/15
135.0,«·∂»Œ€»æ,63.0,198.0,9.0,35,44.0,1.0,2021/9/16
130.0,«·∂»Œ€»æ,59.0,192.0,10.0,34,30.0,1.0,2021/9/17
131.0,«·∂»Œ€»æ,57.0,194.0,11.0,32,26.0,1.0,2021/9/18
74.0,¡º,48.0,128.0,9.0,27,19.0,0.9,2021/9/19
52.0,¡º,12.0,102.0,6.0,8,19.0,0.9,2021/9/20
85.0,¡º,25.0,141.0,7.0,17,31.0,0.8,2021/9/21
90.0,¡º,43.0,148.0,10.0,24,46.0,1.0,2021/9/22
